,comentario,liguagem
329,"I don’t know if it’s legal or not, but I wanna marry this song",en
330,This song is so addicting,en
331,i really love this song,en
332,Omg almost 1 billion veiws ,en
333,You can’t get enough of this song Jesus Christ,en
334,Let's go for 1B views!,en
335,"I stan her outfits, why is no one talk about those beautiful clothes?",en
336,This song and “Clover Cage - Make a Difference” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..,en
337,sempre Lembro de um amor passado nunca mais a vi mais a sinto,pt
338,I'm living for the day when INTO YOU reaches 1billion views.! ,en
339,FUCK YES  this is perfect,en
340,Still listening to this masterpiece I love you so much Ariana ️,en
341,"Thank you for the gift of your expression, always know yourself as when we reflect others it's not always easy to see.",en
342,Its been 6 to 7 years will the MV hit 1billion???,en
343,still in love with this song,en
344,Almost 7 years later and listen to this song daily,en
345,Just thanking ARIANA for making this masterpiece cause I'm OBSESSED ,en
346,1.1B streams and Spotify ♡,en
347,12.5 m needed.  Let's go guys,en
348,i genuinely think this is arianas best song ever,en
349,"Dear parents: Just because your child is smiling at their phone, doesn't mean they have a boyfriend or girlfriend, they are watching this masterpiece!",en
350,12M more baby!!,en
351,i cant stop but reply this song over and over again :),en
352,The amount of nostalgia ,en
353,"I'm so into you
I can barely breathe
And all I wanna do
Is to fall in deep",en
354,Focus is still stuck  but glad this is getting close to 1B faster ️,en
355,So I’m just not the one who is still obsessed with this song,en
356,1B on Spotify now we need 1B on YouTube!,en
357,It's the start of the year of 2023 and who still listen to the most Beautiful Young Lady Music I know I do because she's my top #1 Favorite Female singer that is out there and on the Face of this earth too and makes my heart  Non-Stop every time I listen to her music,en
358,This is my favorite Ariana look ever she so beautiful,en
359,The relationship they have in the video is the cutest,en
360,Let's go tor 1B arianators,en
361,"remember when ripped skinny jeans, matte lipstick, thick dark brows and the Adidas superstar shoes were the moment?
yes honey, 5 years ago, we were happy.",en
362,Mais 1 bilhão vindo ai,pt
363,This song deserves oscar,en
364,this is an iconic pop song,en
365,I love the Ariana's song <3,en
366, Very Nice ,en
367,i will forever miss this era,en
368,"This song hits differently when you have insane tension with someone that no one can know is happening but you two…and you put it on that person to make the first move…

Not me, a friend ",en
369,Feels like yesterday this song came out! Oh how time is flying.,en
370,Still in love with this,en
371,time flies fast asf bro i remember waking up everyday for school and seeing this and the money longer music video by uzi on the mtv music videos.,en
372,"I might die from this song... nice knowing you all, really I hope the best for each of you in the world.",en
373,"By far thebest ariana song, obsessed, maybe just a bit",en
374,We NEED more of Ari with her hair down ,en
375,My mind instantly goes to dnf ,en
376,"It's been 2023 dude, and I'm still stuck on this song ️️",en
377,used to listen to this on my bus rides to school on the radio…,en
378,I can’t believe soon this iconic song will be 5 years old :),en
379,Still fresh as it was released 6 years ago. Wow,en
380,one of her best,en
381,She’s the best,en
382,the chorus is still addictive,en
383,"I'm so into you, I can barely breathe
And all I wanna do is to fall in deep
But close ain't close enough 'til we cross the line
So name a game to play, and I'll roll the dice, hey",en
384,If you listen to Ariana Grande music still you are a Legend and the best person on the Face of this earth too just remember that ,en
385,this is called pop perfection,en
386,This almost 1B here we go let's go...,en
387,Still here enjoying my favourite song and studying ,en
388,I know that she is speaking to the devil but it’s still the best song of ari I’ve ever heard,en
389,"I'm so into you, I can barely breathe
And all I wanna do is to fall in deep
But close ain't close enough 'til we cross the line
So name a game to play, and I'll roll the dice, hey",en
390,The best song ever,en
391,THE BEST VIDEO SHE HAS EVER MADE!,en
392,"1-ый куплет:]
I'm so into you,
Я настолько в тебе,
I can barely breathe",en
393,This always reminds me of my husband ,en
394,Ariana grande️,pt
395,easily the greatest pop song of all time,en
396,"Almost a billion views, lets goooo",en
397,"I'm so into you
I can barely breathe
And all I wanna do
Is to fall in deep",en
398,"Side to side ( 1,9B )
Problem ( 1,2B )
Breack Free ( 1,1B )
No Tears Left To Cry ( 1B )",en
399,"I'm so into you, I can barely breathe
And all I wanna do is to fall in deep
But close ain't close enough 'til we cross the line, hey yeah
So name a game to play and I'll roll the dice, hey",en
400,"Lets go,We are almost at 1B views️",en
