,comentario,liguagem
290,Man eu amo te meu cantor favorito  nunca pares de ser o perfeito o melhor cantor do mundo te amo e nunca vou parar,pt
291,o Fernando  canta muito,pt
292,"Adoro essa música 
Nora:10000000000000000/10",pt
293,"a minha irma adora o fernando daniel
<3",pt
294,MANOOOOO sou apaxonada pelo as tuas Musicas. Continua assim <3,pt
295,Adoro essa música muitos parabéns!,pt
296,"Que Musica Linda e tocante, ",pt
297,Omg! I just searched his name after seeing his 'when we were young' in 'the voice'. Now it's only 10 minutes since he released it.,en
298,"Faz um dueto com o Diogo Piçarra e outro com o David Carreira, por favor.... Adorava ouvir.
Adoro as tuas músicas.",pt
299,Orgulho mesmosem ti21h,pt
300,Adorei esta música os dois cantores favoritos do meu filho fizeram uma música ele n para de a ouvir. ,pt
301,"Muitos parabéns aos dois, já há muito tempo que ansiava por um dueto vosso  Obrigada por este presente de Natal! Muito sucesso e tudo de bom para vocês, vocês são grandes ️",pt
302,Apaixonada pelo teu trabalho ,pt
303,Adoro,pt
304,Sou só eu que sente um ar de punk com esse baixo? Top ;),pt
305,"Força Fernando Daniel  as tuas músicas , estão cada vez melhores. Continua assim  fã",pt
306,A musica esta fix estão de parabens,pt
307,Esta música dá-me arrepios sempre que a oiço!,pt
308,Que música linda e que duas vozes adoro adoro adoro vocês são maravilhosos e uma inspiração ,pt
309,Eu sou tua fã canto as tuas músicas a toda a hora adoro-te e espero um dia te poder conhecer. Por favor responde ao meu comentário é o meu sonho.,pt
310,Como ela é bela : ️️,pt
311,Curti milhões da música ️,pt
312,"Letra:
Os ponteiros marcam horas

Só que eu sou sempre o último a ver

Queria saber se tu demoras",pt
313,"Shame I dont understand, This Song is . Regards from Poland ",en
314,"Os 2 combinam na perfeição, parabéns.",pt
315,"Fernando Daniel sempre a crescer, dá gosto ouvir musica portuguesa na tua voz, Agir é visível que o casamento só te fez bem, se é que me entendes...",pt
316,FD will always be my favorite european singer.,en
317,"TOP TOP TOP!!!!
Adoroooo",en
318,Muito bom! Saudações daqui da dupla,pt
319,Gosto muito da tua nova música tal como as outras,pt
320,"""Ou se vais acabar por esquecer.. de ti guardo as memórias por mais que possam doer.. foram horas sem ti.. que se tornaram dias.. sem ti.. e por mais que passem horas.. """,pt
321,"Sem dúvida ma grande música, mais 1 a juntar a todas as outras",pt
322,Meu ídolo ️️️,pt
323,São tão lindas,pt
324,Quem veio depois do video da megahits?,pt
325,"Saudades dos teus concertos Fernado Danieladoreimelhor recordação,tenho foto e tudo",pt
326,Melhor música de sempre,pt
327,sou tua fa o meu sonho e ir cantar ao voice kids,pt
328,"Nice hit but c'mon, we want more of When We Were Young...",en
329,Queremos a Sem Ti em primeiro lugar das tendências,pt
330,Queremos a Sem Ti em primeiro lugar das tendências,pt
331,Adorei,pt
332,Can you please cover more english songs? ,en
333,Esta musica esta tão boa que até a minha mamii (mãe)  gosta,pt
334,Queremos a Sem Ti em primeiro lugar das tendências #7,pt
335,adoro te tens uma linda voz️,pt
336,"I'm the English commenter you're looking for. 
Muito obrigado Fernando Daniel!",en
337,adoro ta top,pt
338,Cade vc cara.. Ta sumido.. Ouvir vc cantar e bom demais.. Sou seu fa cara,pt
339,"Linda demais ️️️és o melhor, ",pt
340,"Adoro te MT , a música está incrível adoroooo 
Sem ti n1",pt
341,Quem já ouviu esta musica mais de 30 vezes,pt
342,Eu adoro as tuas músicas nunca desistas,pt
343,voces deviriam fazer musicas juntos mais vezes,pt
344,Para ti meu saudoso e querido irmão ÂNGELO. Amo te muito. ,pt
345,Menino tá vooando parabéns,pt
346,Ia fixe a música adoro,pt
347,Que dois lindos e música tops ,pt
348,"Perfeita música
Descansa em paz Sara ️️️",pt
349,Música muito bonita entre outras,pt
