,comentario,liguagem
221,"You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything",en
222,"2022 is coming to end. And still in the deepest corner the song that rings. 

I was so broken over you. 
Live goes on what can you do. ",en
223,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..,en
224,I don’t care who you are or where you come from you gonna move to this beat️,en
225,"Sometimes, the best thing you can do is not obsess, not overthink, just believe what's meant to be, will be.",en
226,"This song instantly puts me in a good mood, and the song “Clover Cage - Frozen In Time” took away my depression and changed my life. I am now working on loving myself and becoming the best version of me! Love you guys ",en
227,"I love this song, but I don't look back on ""better days""... I look forward to the future where I either do for myself, or find a decent man to be with. After my recent experience, I'm thinking I'm better on my own.",en
228,Still listen to this masterpiece =))),en
229,I love this song ,en
230,"This song is at 555 million views, I’ll see you all at 1 billion. This song is a masterpiece and I’m so glad it was apart of my youth",en
231,posty never makes a bad song ,en
232,Perfect music 🇧🇷,en
233,There's a masterpiece 3 years ago.. and now it's a legend ,en
234,Post  you are in my   bud thanks for the greatest  songs ever,en
235,"You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything",en
236,"LYRICS:

[Chorus]
You prolly think that you are better now, better now",en
237,Refreshing as ever ,en
238,This song and “Clover Cage - This Is What The World Needs” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
239,"Hey Post, Congrats! you did great for all those song didn't failed me to hear.! Keepsafe always!️",en
240,This song and “Clover Cage - Falling For Free” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..,en
241,Had the pleasure of meeting him a few times what a guy fucking love posty,en
242,Eu acho as musicas do Post Malone tão lindas que as vezes eu choro escutando...,pt
243,This song is better every year,en
244,AAAAAAAAAAAAAAAAAAAAAAA COMO SE ME SALEN LOS PASOS PROHIBIDOS CON ESTA ROLA CSMREEEEEEEE!!! LOVE U POSTY,en
245,Was bopping this hit every morning during my high school days,en
