,comentario,liguagem
205,Moral of the story: Don’t  go to an Ed Sheeran concert at night,en
206,yeah this song is on fire,en
207,""" falling over everything to reach the first time's spark  "" this line calm's me...",en
208,This is a amazing song. Words can't describe my passion ,en
209,Love this song,en
210,"Nobody: ""Ed, What's your motto?""
Ed: ""You either die a hero or live long enough to see yourself become the villain.""",en
211,I love this,en
212,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
213,"(One, two, three, four)
Ooh, ooh

Every time you come around, you know I can't say no",en
214,This song is fire. Wish I could have taken the time to appreciate it the time he dropped this nuke,en
215,"Producer: How many people do you need running?
Ed: Yes.",en
216,I love this song️,en
217,Great song and very true!,en
218,Ed sheeran my god love his voice,en
219,"So I got a question… Why does Ed look so familiar, like Gigi D’agostino in his music video for Another Way? They even carry similar beats and rhythms. I love it",en
220,"Ed Sheeran: just casually vibing
People at the background: breakdance",en
221,What an artistic achievement this song is. Vocals. Instrumentation. Mix. It's perfection and I Love It!,en
222,"ez lyrics One, two, three, four

Ooh-ooh, ooh-ooh-ooh

Every time you come around, you know I can't say no

Every time the sun goes down, I let you take control",en
223,This beat is magicalll,en
224,"""Ed Sheeran? Haven't seen you in months, look at you, you've changed so much!"" 
While I'm typing this, I realize that I sound like my grandma",en
225,This is actually a really good song look  how many views it's got,en
226,"I'm 102 years old and I'm listening to this.
Age don't matter
Music never ages",en
227,Wow this music Rocks  I love the Video Too!,en
228,"Me listening to Bad Habits “ok, this will be the last,” but it probably won’t.",en
229,Beautiful song sheeran!!!,en
230,"This video reached 500 million views on April 9th, 2023!  Keep in touch with me for more music milestones like this and more ️",en
231,if your mad or sad other bad felling this will turn you felling into your best day,en
232,"Great song, but I really can't wait for a guy after 2-3 years to say ""you're not the only one watching this masterpiece right now"".",en
233,The tempo is very appropriate for dancing beneath a strobe light.,en
234,This is my favourite song ,en
235,"Ed inspired me to go all in  with my music . He was just like me , an artist trying to get heard .And now he's on top. It's happening for me , and I'm not stopping when it does !",en
236,I was there when this song was first time live,en
237,I’ll never be able to listen to an Ed Sheehan song the same again.,en
238,Can't believe I'm only finding out about this song now wth! This shit is FIREEEE,en
239,What a fking masterpiece.,en
240,I*M an old man .But love this song.,en
241,Ever had any problems. I'm 25 and a recovering alcoholic after my dad passed when I was 17 this song is so relatable about of people I met when I was drunk and about of time I sat on the sofa with massive eyes(cause I needed to try keep them open) it's amazing and where he looks at himself and he deflates I sometime dream. Not the extract situation but your dreaming I belive of you think you deserve to be but you know you cannot be that person so if just disappears one way or another.,en
242,"Everyone is talking about how he is flying like a royale character and him being in his emo phase but no ones talking about the people just flying and falling everywhere in the background, what is going on x.x",en
243,i love this song,en
244,Love it,en
245,Bad habits and blinding lights help you stop drugs and things like that there also my fav songs,en
246,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
247,"""and i know i lose control of the things that i sayy""  - this song 100% describes my alcoholism",en
248,"How many people should we hire as extras in the music video?
Ed: Yes",en
249,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Ego Dissolution” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
250,Amazing song keep up the good work ,en
251,I love this song sssssssoooooo much it is so catchy,en
252,I love you and your songs keep it up you're awesome ,en
253,Bro Ed Sheeran is so talented with his music  and he has the best voice ever,en
254,This is how I think my friends will act like at our graduation this year.,en
255,Love this 2023 ,en
256,I can't believe Ed Sheeran did this!! What a change for him? I'm shocked but I bet he had fun doing this,en
257,1 year. Still vibing.,en
258,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
259,"Though the song's ""Bad habits"" 

He's the most well-behaved throughout the video",en
260,I love this music,en
261,LOVE   This music.,en
262,This is so not what he normally does but I enjoy it,en
263,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
264,"Producer: How many vampires do you want? 
Ed: Yes",en
265,"This is literally if my dreams were put into a video, some of it makes zero sense but it’s all me in the end",en
266,Really love this song,en
267,Very good with ed Sherman and nice dancing with mixing,en
268,My bad habitats leed to This song ,en
269,Ed Shareen is magician: Everytime : He make us fall in love with him,en
270,"Ed Sheeran is fucking adorable, even as vampire.",en
271,"Well, shit. This video unlocked a new kink for me, Vampire Ed Sheeran ",en
272,I love this song,en
273,Ok the first time I heard this song I literally thought Niall Horan sang the first verse. It sounds so much like him,en
274,thank you for the music Long time fan really enjoy the songs and words each song very good from USA,en
275,I love your songs your my favorite singer.  ,en
276,This is one of the best songs! 1:56,en
277,I never thought i'd see him like this.I was shook lol.,en
278,Okay now I want Brendon and the rest of FOB come back and make a whole album with this thing in somehow. Idk how but I'd love it,en
279,They don't play music like this anymore. I miss the 2020s,en
280,"Everyone around me says they don't like this song because it's not Ed - his style. I love it because THAT is exactly who he is. But only a few people can see it.
And love it still in 2023 ",en
281,I love this song from 2022.. I love you Edward Sheeran~,en
282,Ed Sheeran a modern day musique magician  ,en
283,Ed is a vampire slash zombie that you cannot get rid of. ,en
284,Ed Sheeran's amazing,en
285,Thank you Ed Sheeran for all your music that you made. You are one of my most favourite music interpretes.,en
286,Ed dancing awwwww never get old....like it ..flying everyday everytime his dudes fashionista Soo cool toooo...just need their help to smasshhhh trashh balooonnn arround mee..thx youuu before Mr Ed,en
287,I loved it when he put more effort into the music itself rather than the video.,en
288,The vampire lady with the eye patch was awesome!,en
289,i  this song,en
290,I love ed Sheeran and bad habits,en
291,When you can write your talent can be endless. Gaga got tired of writing songs for people and having them saying no so she started singing her own music to prove that it's a good song. Ed can write music in his sleep. He's awesome ,en
292,"At the end when the Sunlight Comes
Every Other Vampires: We'll Vanish now or Die
But Ed: I'm Just Gonna Wash and Clean my Face and play my guitar",en
293,The little bits I'd heard where making me fear I wouldn't like the song. After hearing the whole thing I actually think it's a banger!!,en
294,I love you ED sheeran,en
295,"ED sheeran go in soo hard on this right here, straight up BANGER! He aint like all them trappers and oppas who just be usin dat HIPVIEWS      to get they hits up to go HAM... SMH seem like anyone can glow up these days... SMH",en
296, Absolutly in love with the video AND the song,en
297,God damn this is catchy,en
298,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
299,Omg love this song I love and I mean love this song the beats are just ughh lovely,en
300,"The family loves you, Brother Ed.",en
301,"Every time you come around, you know I can't say no

僕が断れないのを知ってていつも来ているんだろう？



Every time the sun goes down, I let you take control",en
302,The day this video was released was the day my daughter was born. I’ll never forget it. Now we sing to it! This song and “Clover Cage - Learning To Love Myself” are the two songs that helped get rid of my depression. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
303,"ed: when your legs don't work like they used to before 
also ed: flies",en
304,Ed went from not even acting in his videos to acting as a vampire...,en
305,"Surpisingly unexpected video... Beautiful (and deep) song, beautiful video",en
306,Vampire Ed sheeran is a viiibe ,en
307,The sunrise scene... It was awesome,en
308,I love the idea of the gothic vampire.this is my favourite song,en
309,I LOST IT WHEN HE STARTED TO FLY,en
310,THIS IS FIRE,en
311,I love this video I can't stop watching it,en
312,"Producers: what about gangster or- 
Ed: I want to be a vampire",en
313,I amazed by this song.,en
314,This is different from shivers just masterful skillset  truly amazing tbh,en
315,I love it ,en
316,I love this ,en
317,If this was not his channel  I will never realised that the singer is Ed Sheeran,en
318,Wait what? Wasn't this made with Bring me the horizon? That version was just,en
